,OFCL,DSHP,HURR_STAT_TRANSFO,SHIP,HWRF,FSSE,GFSO,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,TRUTH,HURR_STAT_GRU,Consensus_HURR_STAT_GRU,HURR_STAT_COMP,Consensus_HURR_STAT_COMP,HURR_STAT,Consensus_HURR_STAT,HURR_GRU_ONLY,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY,Consensus_HURR_TRANSFO_ONLY
290,30.0,23.0,38.203228,23.0,48.0,31.0,39.0,34.0,35.050808,35.0,36.540718,34.635178,36.018845,34.50471,38.641212,35.1603,36.315136,34.578785,34.521072,34.13027
291,30.0,28.0,34.514935,28.0,37.0,35.0,39.0,33.333332,33.628735,30.0,33.102043,33.275513,34.77327,33.693317,35.409126,33.85228,33.14671,33.28668,35.00109,33.750275
292,30.0,22.0,32.52939,22.0,39.0,30.0,32.0,30.333334,30.882347,30.0,29.639957,30.159988,33.581738,31.145435,33.31676,31.07919,31.190388,30.547596,35.73837,31.684593
293,25.0,19.0,29.26264,19.0,33.0,28.0,34.0,26.666666,27.31566,30.0,28.747213,27.186804,26.984161,26.74604,28.854744,27.213686,28.524326,27.13108,32.087646,28.021912
294,25.0,21.0,27.049894,21.0,37.0,33.0,25.0,30.333334,29.512474,30.0,26.75895,29.439737,28.514387,29.878597,28.965933,29.991484,25.782896,29.195724,30.682898,30.420725
295,35.0,30.0,46.801456,30.0,41.0,37.0,28.0,36.0,38.700363,35.0,44.056458,38.014114,44.918407,38.229603,42.793114,37.69828,44.59828,38.14957,50.249542,39.562386
296,30.0,22.0,33.009468,22.0,35.0,32.0,25.0,29.666666,30.502367,35.0,29.508163,29.62704,35.858032,31.214508,33.71916,30.67979,31.53141,30.132853,38.346798,31.8367
297,30.0,19.0,32.348297,19.0,32.0,30.0,22.0,27.0,28.337074,35.0,35.380417,29.095104,30.486536,27.871634,31.738024,28.184505,35.807312,29.201828,35.456684,29.11417
298,25.0,16.0,33.958435,16.0,29.0,25.0,25.0,23.333334,25.989609,35.0,36.262154,26.565538,33.159866,25.789967,33.676292,25.919073,37.494232,26.873558,36.373787,26.593447
299,25.0,18.0,28.381617,18.0,28.0,25.0,18.0,23.666666,24.845404,30.0,28.368355,24.842089,30.350447,25.337612,32.32029,25.830072,28.939947,24.984987,38.653572,27.413393
300,25.0,21.0,30.415998,21.0,22.0,25.0,17.0,22.666666,24.604,24.999998,29.869051,24.467262,33.214283,25.30357,31.830217,24.957554,31.434877,24.858719,37.84259,26.460648
301,95.0,81.0,103.53851,81.0,87.0,88.0,63.0,85.333336,89.88463,105.0,102.33814,89.58453,96.97311,88.24328,103.933815,89.98345,101.3247,89.33118,63.26242,79.815605
302,110.0,99.0,107.99155,99.0,98.0,99.0,75.0,98.666664,100.99789,115.0,111.70529,101.92632,102.33106,99.58276,109.19277,101.298195,108.026665,101.00667,66.016075,90.50402
303,110.0,107.0,110.14241,107.0,97.0,104.0,75.0,102.666664,104.5356,130.0,101.57417,102.39354,106.043976,103.510994,108.313416,104.078354,104.01935,103.00484,52.699722,90.17493
304,110.0,106.0,114.39528,106.0,116.0,104.0,72.0,108.666664,110.098816,130.0,106.18912,108.04728,106.31302,108.078255,106.70642,108.176605,113.35987,109.839966,60.702637,96.67566
305,115.0,114.0,111.81802,114.0,102.0,107.0,73.0,107.666664,108.704506,125.0,109.78159,108.1954,116.379295,109.844826,110.47487,108.36871,115.759224,109.689804,62.77172,96.44293
306,110.0,112.0,113.96408,112.0,109.0,103.0,80.0,108.0,109.49102,110.0,113.23819,109.30955,110.35603,108.589005,108.75018,108.187546,112.069214,109.0173,70.612885,98.65322
307,110.0,118.0,112.62053,118.0,118.0,107.0,78.0,114.333336,113.905136,95.0,116.320984,114.830246,109.96839,113.242096,108.51557,112.87889,114.53349,114.38338,86.507576,107.37689
308,95.0,104.0,105.70975,104.0,102.0,97.0,73.0,101.0,102.17744,80.0,104.14457,101.78614,107.057365,102.51434,102.73535,101.43384,105.13799,102.0345,85.92915,97.232285
309,80.0,77.0,98.94968,77.0,98.0,73.0,65.0,82.666664,86.73742,65.0,89.4729,84.368225,96.39554,86.098885,92.373825,85.09346,85.64688,83.41172,86.63323,83.65831
310,60.0,60.0,72.60023,60.0,44.0,51.0,49.0,51.666668,56.900055,55.0,63.899277,54.72482,78.23163,58.307907,71.43659,56.609146,63.8354,54.70885,66.251175,55.312794
311,55.0,43.0,52.165524,43.0,36.0,37.0,48.0,38.666668,42.04138,40.0,48.020557,41.00514,56.27572,43.06893,64.65759,45.1644,52.922237,42.23056,54.48357,42.62089
312,40.0,31.0,40.73649,31.0,30.0,31.0,40.0,30.666666,33.18412,35.0,39.97766,32.994415,42.096527,33.52413,47.94477,34.98619,41.931015,33.482754,43.609444,33.90236
313,35.0,21.0,34.684692,21.0,28.0,26.0,36.0,25.0,27.421173,30.0,30.670008,26.417501,28.143293,25.785824,36.9448,27.9862,34.62317,27.405792,35.70465,27.676163
314,30.0,16.0,28.99114,16.0,23.0,25.0,22.0,21.333334,23.247786,24.999998,29.043058,23.260765,26.306276,22.576569,27.89147,22.972868,30.555931,23.638983,36.07227,25.018066
315,75.0,80.0,91.176605,80.0,53.0,72.0,58.0,68.333336,74.04415,75.0,83.02715,72.00679,81.21823,71.55456,80.81514,71.45378,85.18898,72.54724,87.95633,73.23908
